logFC	CI.L	CI.R	AveExpr	t	P.Value	adj.P.Val	B
PRKRIR	1.04311529071793	0.451511285460566	1.6347192959753	2.42657318323825	3.62585727043114	0.00124248428288392	0.399187899090654	-1.03979163315209
IGKV2D.30	-3.58695399805061	-5.6386499759284	-1.53525802017283	6.25772056965797	-3.595193734509	0.00134359040757181	0.40957352787607	-1.09927657890154
RPS26P21	1.41451386603658	0.602673299243701	2.22635443282947	1.46091680458395	3.58299299115659	0.00138601494514708	0.40957352787607	-1.12291939062479
P2RX6	0.870028868815488	0.367926449925598	1.37213128770538	0.449581712095071	3.56328736654332	0.00145730961508153	0.40957352787607	-1.16107308903197
ENPP4	0.859661486312498	0.363172439959649	1.35615053266535	1.53588823307845	3.5606336939846	0.00146717964720179	0.40957352787607	-1.16620797829423
RP11.20O24.1	1.04751393831648	0.439934448599275	1.65509342803368	1.27171306447946	3.54540786628678	0.0015250823490054	0.40957352787607	-1.19565554840939
ATP6V1G2.DDX39B	0.790543763580787	0.331630173491649	1.24945735366992	0.654946132271377	3.54245625838847	0.00153656196363276	0.40957352787607	-1.2013612030834
IGHV3.11	-3.73406359417427	-5.90239859047934	-1.56572859786921	8.48086149344696	-3.54131720282562	0.00154101453867184	0.40957352787607	-1.20356281728906
IGHV2.26	-3.90075124420654	-6.17258770076468	-1.62891478764839	5.73847896118579	-3.53086155755194	0.00158247725249319	0.40957352787607	-1.22376520385732
IGKV1.8	-3.17358050473726	-5.02289380670234	-1.32426720277218	8.90589219386123	-3.52897453403822	0.00159007526417758	0.40957352787607	-1.22741000671103
SPAG1	0.789184534326122	0.328935991628447	1.2494330770238	1.30073715220803	3.52610825983446	0.00160168418722485	0.40957352787607	-1.23294547248092
PNMA1	1.23127038984347	0.510739257663971	1.95180152202298	2.56360025017347	3.51406818104772	0.00165135648356103	0.410962654673601	-1.25618753765753
IGHV1.67	-3.65650128233932	-5.80319093220758	-1.50981163247106	3.51773933718776	-3.50272438653121	0.00169952611932386	0.410962654673601	-1.27807015050359
IGHV1.69.2	-4.30978346820946	-6.85026741621628	-1.76929952020264	8.45108979856949	-3.48857845286509	0.00176151270583296	0.410962654673601	-1.30533686853465
ZFP36L2	1.43329975198919	0.587657451368312	2.27894205261007	5.24900621507179	3.48545776831413	0.00177548050533439	0.410962654673601	-1.31134884306047
TRAV36DV7	1.36558548924745	0.55959542575174	2.17157555274315	0.531027984004646	3.48416492088923	0.0017812986303363	0.410962654673601	-1.31383915683709
ATHL1	1.00993160119342	0.41187003921462	1.60799316317222	3.01279208159856	3.47260646318741	0.00183414484611368	0.410962654673601	-1.33609422774672
IGHJ5	-2.98612544081105	-4.75662496704836	-1.21562591457375	12.2763192672824	-3.46834053012581	0.00185403151798795	0.410962654673601	-1.34430382985774
RANBP6	1.02054458511539	0.414404311193264	1.62668485903751	1.99744198098995	3.4623290541412	0.00188241154588893	0.410962654673601	-1.3558687817385
HIST2H2BF	-1.04780144859943	-1.67087938160251	-0.424723515596349	2.84917513229523	-3.45816827533825	0.00190230119481794	0.410962654673601	-1.3638706661214
CRTAC1	1.31384689642835	0.530033019014299	2.09766077384239	1.234792480811	3.44700020650893	0.00195670232739955	0.4155505112257	-1.38533781926171
RP11.162A12.4	0.699876226444557	0.281476349103846	1.11827610378527	0.556718662639523	3.43984751624966	0.00199233455312989	0.416065865845292	-1.3990781737299
TUBA3FP	0.791646368706785	0.317319199085898	1.26597353832767	1.16590488558068	3.43212202600366	0.00203152790535821	0.417295814002268	-1.41391133967509
FAM216A	1.10794252520794	0.440001203533303	1.77588384688259	1.99896485843559	3.41105261634445	0.00214225983996227	0.422802413160421	-1.45432465306463
FAM213A	0.95635891582207	0.379156024275674	1.53356180736847	1.39478500169264	3.40723361119055	0.00216294822391818	0.422802413160421	-1.46164343636121
H2BFS	-0.911306180748186	-1.46278087180424	-0.359831489692131	4.72246718977228	-3.39819446396352	0.00221269021454751	0.422802413160421	-1.47895811219387
HIST1H2BK	-0.925388541034082	-1.48627101569795	-0.364506066370213	6.44085243843989	-3.39282723336238	0.00224274872610857	0.422802413160421	-1.48923375265063
IGHV7.81	-3.1524083833434	-5.0635958723909	-1.24122089429589	3.95678527476863	-3.39194403689855	0.00224773273509455	0.422802413160421	-1.49092425633749
CCDC51	1.11934597908877	0.440086766132893	1.79860519204465	1.62891702079582	3.38874043116304	0.0022659014101969	0.422802413160421	-1.49705526959515
IGKV1.16	-3.71227483154714	-5.968344349622	-1.45620531347227	7.72617828919099	-3.38374121671842	0.00229453823582671	0.422802413160421	-1.5066197776958
TNFSF8	1.73872226769944	0.678398696686912	2.79904583871196	1.80104045719758	3.37210662596746	0.00236254854252394	0.424480385665018	-1.52886521024189
IGHJ2	-3.88840009981635	-6.26327920770517	-1.51352099192753	8.69803527737425	-3.36696759776977	0.00239320685014613	0.424480385665018	-1.5386848189504
GPX8	0.785686634699713	0.304819199518745	1.26655406988068	0.499503678598529	3.35995527553776	0.00243566300141169	0.424480385665018	-1.55207764472024
IGKV1D.33	-2.50533034113232	-4.03893999046171	-0.971720691802925	4.3851798387463	-3.35938411191668	0.00243915305410066	0.424480385665018	-1.55316818941813
IGLV1.47	-3.9215085370104	-6.33138249320434	-1.51163458081647	8.5145520768389	-3.34632667104922	0.00252027281494803	0.432589292757517	-1.57808598354758
LLGL2	0.947750824619117	0.363835411184288	1.53166623805395	2.54241654360793	3.3377494263572	0.00257497346769325	0.433761675397403	-1.59444012517532
IGKV2.30	-3.60926465777395	-5.83515826150718	-1.38337105404071	7.77324801235402	-3.33444705265284	0.00259633883917041	0.433761675397403	-1.60073373116743
RHNO1	1.19754289210677	0.4570417685069	1.93804401570663	3.10608521797344	3.32563708046704	0.00265417895401088	0.437590293338899	-1.61751539489129
IGHV3.13	-3.28859302813333	-5.32730632980729	-1.24987972645936	5.30703410850635	-3.31713749651142	0.00271116098546223	0.441179833088853	-1.6336943621066
TXNIP	1.8028271608162	0.67626939041054	2.92938493122185	7.35218253765372	3.29086542807379	0.002894865557738	0.465034172287912	-1.68363068922893
XPOT	0.804489083755062	0.297784947552564	1.31119321995756	2.57244665878758	3.26493999780925	0.00308789919114658	0.48105912349868	-1.73279758704868
MAGED1	0.7407790259393	0.274041554533704	1.2075164973449	3.73170362571594	3.26381479453798	0.00309655237500677	0.48105912349868	-1.73492895833853
FAM168B	0.924641623885299	0.341752537136582	1.50753071063402	2.01530011195521	3.26209807461964	0.0031097996012285	0.48105912349868	-1.73818037284336
RNF214	0.905820528427412	0.331558626776586	1.48008243007824	1.78084088809995	3.24370725611863	0.00325518678761455	0.494218510013552	-1.772980375735
IGHV1.46	-3.49042316559567	-5.70579658528645	-1.2750497459049	7.16166586884903	-3.2399673965822	0.00328554335074587	0.494218510013552	-1.7800499644788
C15orf61	0.676289462685564	0.246105045249534	1.10647388012159	1.51273112724844	3.23286406703592	0.00334395418286103	0.494218510013552	-1.79347089531515
ZNF607	0.873669933202158	0.317752896340665	1.42958697006365	1.00407369293263	3.2318180671343	0.00335263953321244	0.494218510013552	-1.79544644257443
COMP	0.945044379806392	0.340968309230263	1.54912045038252	0.559710495808965	3.21714080956429	0.00347682612028437	0.496879901802116	-1.82314640857867
ZNF540	0.951655718318433	0.342648751041773	1.56066268559509	1.72399752538171	3.2134170871246	0.00350903075951909	0.496879901802116	-1.83016794219145
IGHV3OR16.12	-2.83656215764777	-4.6542371041722	-1.01888721112333	3.99949242176069	-3.20911722599864	0.0035465754280499	0.496879901802116	-1.83827273398382
ZMYND11	0.895809249141426	0.319836224150595	1.47178227413226	1.9272794106975	3.19832723483543	0.00364249947332628	0.496879901802116	-1.85859589747382
PRG4	1.92899254969096	0.686060716905506	3.1719243824764	2.66107914039214	3.19148448637361	0.00370462044465355	0.496879901802116	-1.87147324500356
PAXIP1.AS1	0.819822034599226	0.291061907276693	1.34858216192176	1.61555869144847	3.18838227868236	0.00373311796813714	0.496879901802116	-1.87730841599444
IL18R1	0.998555133887609	0.352963054927067	1.64414721284815	0.772646207841149	3.18070472446484	0.00380455492516477	0.496879901802116	-1.89174195354434
IGFBP5	0.559836240544021	0.197719136529863	0.921953344558178	0.312424583154732	3.17922649097937	0.00381845944550728	0.496879901802116	-1.89451970947893
RP11.61L23.2	0.980356857537489	0.345257373809774	1.6154563412652	2.66778268641468	3.17432894814682	0.00386487646757017	0.496879901802116	-1.90371975481819
CP	0.909425609407374	0.319845172125701	1.49900604668905	0.76134967482682	3.17200317387318	0.00388710872587581	0.496879901802116	-1.9080871332664
AP000304.12	0.636083543388037	0.22166996712647	1.0504971196496	0.433352730154899	3.15638291191082	0.00403963975141964	0.496879901802116	-1.93739228403011
IGLV2.18	-2.80569235806948	-4.63373579364887	-0.977648922490095	4.23474684588672	-3.15618925449582	0.00404156641347764	0.496879901802116	-1.93775530901549
IGHV1.2	-3.39063473198733	-5.60307482345496	-1.1781946405197	9.12382922292054	-3.15151214437174	0.00408836705034037	0.496879901802116	-1.94652067830069
ARHGAP33	0.820984262046567	0.284768496258794	1.35720002783434	1.11703988804835	3.14850763879462	0.00411870512382695	0.496879901802116	-1.95214916865137
GNPNAT1	0.838274059620843	0.289252178143011	1.38729594109867	1.93522530000378	3.13982809850933	0.00420756585850515	0.496879901802116	-1.96839902585161
TCTN2	0.714270038857288	0.246379094931072	1.1821609827835	1.35592416233798	3.13926004230172	0.00421344530293918	0.496879901802116	-1.96946202371684
TPD52L1	0.827779037830631	0.28541817463299	1.37013990102827	0.692918858616723	3.13859717447357	0.00422031602661399	0.496879901802116	-1.97070236077732
IGLV4.69	-3.96403305261406	-6.57117017959641	-1.3568959256317	7.07161062772224	-3.12667607936803	0.00434573063419277	0.496879901802116	-1.99299379280764
ITGBL1	0.753157956398984	0.255307281936218	1.25100863086175	0.475191310107334	3.11097461132891	0.00451637992602415	0.496879901802116	-2.02231052540771
MDM1	0.938072615090965	0.314248274048575	1.56189695613336	2.70669153741667	3.09231437767031	0.00472754360846128	0.496879901802116	-2.05708592833371
IGHV4.39	-3.47740180420532	-5.80931047629761	-1.14549313211303	10.1962732224019	-3.06656966961489	0.0050344494653989	0.496879901802116	-2.10494409570086
ACOT2	1.00609297283109	0.330571124565127	1.68161482109704	2.15245157548444	3.0627264845201	0.00508186891262614	0.496879901802116	-2.11207624225219
CRK	0.778940889066285	0.254937282094483	1.30294449603809	2.12329221609203	3.056889384443	0.00515470841486219	0.496879901802116	-2.12290256029544
LBHD1	0.829566091285065	0.271378035838364	1.38775414673177	2.02692262140723	3.05618719167928	0.00516353785296024	0.496879901802116	-2.12420444809351
TMSB4XP8	0.885376658893525	0.289420351241531	1.48133296654552	1.12358784772665	3.05508393213401	0.00517743955721555	0.496879901802116	-2.12624970942635
RP4.583P15.14	0.972755273403606	0.317010970812685	1.62849957599453	3.44233303463087	3.05055293981666	0.00523490881614775	0.496879901802116	-2.13464663358105
IGKV3D.15	-2.74812791831746	-4.60594031674129	-0.890315519893624	5.61950686338023	-3.04189756742076	0.00534638924845253	0.496879901802116	-2.15067440671155
IGKV1.9	-3.13431540446844	-5.26649140831625	-1.00213940062062	8.38891213825382	-3.02293733277083	0.00559857467404134	0.496879901802116	-2.18572625268776
IGHV3.21	-2.94867675512645	-4.96021530358126	-0.937138206671639	9.41594169118604	-3.01445152784736	0.00571508524028151	0.496879901802116	-2.201387767676
SULT1A1	0.906017128689145	0.287040776918021	1.52499348046027	1.57095851299387	3.01003710806718	0.00577660682628197	0.496879901802116	-2.20952859505828
FAM114A2	0.829313683871708	0.261838296618622	1.39678907112479	2.7613846115015	3.00525480229265	0.00584396831793317	0.496879901802116	-2.21834281725463
TMEM128	0.997203893455386	0.314551968626654	1.67985581828412	3.51396330680751	3.00395999489794	0.00586233491569745	0.496879901802116	-2.22072835933755
HIST1H4I	-0.73566424098105	-1.24022143623746	-0.231107045724638	3.16277631014494	-2.99832524178139	0.00594290585172346	0.496879901802116	-2.2311052703778
IGHV4.28	-3.14496901154221	-5.30283672214776	-0.987101300936666	6.6492384427869	-2.99709874885907	0.00596058278524078	0.496879901802116	-2.23336299399716
IGKV3.15	-3.25081202676231	-5.48410763279048	-1.01751642073414	11.0886783411083	-2.99333376553418	0.00601515960543664	0.496879901802116	-2.2402913762431
IGHV4.31	-3.22962529379475	-5.44947656654344	-1.00977402104606	8.21428221947026	-2.99183582201193	0.00603700584427153	0.496879901802116	-2.24304699701806
DPM3	0.574380159242811	0.179332230109555	0.969428088376067	4.47339043637375	2.9899170411604	0.00606510014238178	0.496879901802116	-2.24657602527893
IGKJ1	-3.26017436360352	-5.50628758139504	-1.014061145812	11.1114655810553	-2.98482368862172	0.00614028137535714	0.496879901802116	-2.25593955135236
P4HTM	0.680196541581004	0.211352701403639	1.14904038175837	3.07282474205963	2.98342897508708	0.00616102264356805	0.496879901802116	-2.25850250366895
KCTD11	0.649965538160609	0.201511543967528	1.09841953235369	1.11786478575394	2.98045063045155	0.00620553834681164	0.496879901802116	-2.26397403102036
SIGMAR1	0.741680568127796	0.229797813240307	1.25356332301528	3.69265509629494	2.9795858314363	0.00621852132789861	0.496879901802116	-2.265562363694
CDR2	0.854737102491209	0.264682639088453	1.44479156589397	1.22851403812511	2.97885905266542	0.00622945225771763	0.496879901802116	-2.26689706468955
RPS28P7	1.00753920581417	0.311765824313279	1.70331258731505	7.0204606717198	2.97785565987818	0.00624457361281988	0.496879901802116	-2.2687395509888
CASP8	0.93461460346627	0.289092778674	1.58013642825854	4.38511918133254	2.97735850108291	0.00625207885558516	0.496879901802116	-2.26965237352696
C16orf58	0.597593676035189	0.184829278429599	1.01035807364078	3.41822003410674	2.97723599136858	0.00625392961426978	0.496879901802116	-2.26987730196773
SDF4	0.855157536953635	0.263506198863765	1.4468088750435	3.90841348003948	2.97228038183363	0.00632923320184049	0.496879901802116	-2.27897283548627
NCBP2.AS2	1.01226982331849	0.311608490427544	1.71293115620943	3.64569981770943	2.9709656988935	0.00634935509762106	0.496879901802116	-2.28138482497462
RP11.1415C14.3	1.0915110106876	0.335362938920037	1.84765908245517	2.53815100750988	2.96845705509324	0.00638792031687443	0.496879901802116	-2.28598617496307
GAPVD1	0.921266777644866	0.282377575977951	1.56015597931178	2.82406025717685	2.96530493618648	0.00643669386569019	0.496879901802116	-2.29176564940861
ZNF862	0.772038266356449	0.2364604913767	1.3076160413362	0.934338176146681	2.9643247389788	0.00645193283382	0.496879901802116	-2.29356237493656
FKBP8	0.673114776624605	0.205596718772536	1.14063283447667	1.7076935528725	2.96073973840352	0.00650796128354989	0.496879901802116	-2.30013179964242
RP11.1319K7.1	0.589000003545636	0.17816150325147	0.999838503839803	0.481508819227476	2.94817772456044	0.00670796379630532	0.496879901802116	-2.32312682770149
FYN	1.61650468491273	0.486910544158059	2.7460988256674	2.56341378370268	2.94282227657055	0.0067949947841929	0.496879901802116	-2.33291838694051
RLTPR	0.803949315900919	0.239899034995221	1.36799959680662	1.45828475740963	2.93103057268052	0.0069904205621647	0.496879901802116	-2.35445268212154
USP5	0.799779390847426	0.238350327849082	1.36120845384577	2.4430694767828	2.92944141085898	0.00701716291109975	0.496879901802116	-2.3573522122501
HOXB7	0.478980257274736	0.14250248192779	0.815458032621682	0.997899709862716	2.92732355439754	0.0070529532484279	0.496879901802116	-2.36121540228697
RP11.51J9.5	1.30095691480049	0.38650555848563	2.21540827111534	2.69880834503441	2.92557882325931	0.00708256825452081	0.496879901802116	-2.36439713179371
IGKV1.27	-3.47983921515698	-5.92906459891844	-1.03061383139553	7.47799650626499	-2.92172895456664	0.00714833428549778	0.496879901802116	-2.37141514029737
MORN4	0.803067389627165	0.237043297147006	1.36909148210732	0.980779072230018	2.91760552009517	0.00721941673837427	0.496879901802116	-2.37892770987991
PIK3R1	1.3209385299324	0.389210067686693	2.25266699217811	2.06616281499651	2.91543084323763	0.00725717509765017	0.496879901802116	-2.3828880726646
IGKV3.7	-3.02881861444073	-5.16535342198478	-0.892283806896687	4.92752737947143	-2.91522977786213	0.00726067559923879	0.496879901802116	-2.3832541779449
BBS2	1.11696543692938	0.328932228096824	1.90499864576193	3.16435821435073	2.91477283455859	0.00726863683935078	0.496879901802116	-2.38408615468926
KLHL42	0.836354576022771	0.245089461942755	1.42761969010279	1.23815680018227	2.9088255772852	0.00737301370183455	0.496879901802116	-2.39490976355101
ABCE1	0.87191291814396	0.255445321486559	1.48838051480136	3.15932148673003	2.90852202399616	0.00737837917385827	0.496879901802116	-2.39546196930904
SMYD3	0.745659603920499	0.218415478101532	1.27290372973947	3.01409617307994	2.90829438165484	0.007382405309658	0.496879901802116	-2.39587606708706
BCAT1	-0.826308890761263	-1.41074719299644	-0.241870588526081	1.37777789709438	-2.90745668549965	0.00739723896376267	0.496879901802116	-2.39739978302265
MGP	1.96628286404279	0.574736756025564	3.35782897206002	2.352045390538	2.90574762641836	0.00742759021458284	0.496879901802116	-2.4005078981917
RP11.95M15.2	0.97622146600801	0.285239795043432	1.66720313697259	0.383855018467142	2.90530227370725	0.00743551864297992	0.496879901802116	-2.40131769959298
SMG6	0.584295155446121	0.170718276234739	0.997872034657503	1.37200113446539	2.90526352735551	0.00743620880777227	0.496879901802116	-2.40138815113237
IGLC2	-2.78052945021443	-4.75043668209464	-0.810622218334226	13.8351430537008	-2.90262694868407	0.00748331564077583	0.496879901802116	-2.4061812764082
PDSS1	0.882682166269771	0.254637636401822	1.51072669613772	1.34615000549407	2.89017016234621	0.00770973132708618	0.496879901802116	-2.42880275399999
RP11.15J10.1	1.20546264872944	0.346994830637562	2.06393046682132	1.43144356038687	2.88761465650218	0.00775697671178361	0.496879901802116	-2.43343858995734
PDE6B	1.03600513899784	0.297688232694248	1.77432204530144	2.20677251414759	2.88554993854295	0.00779534893170521	0.496879901802116	-2.43718286968494
RP11.294C11.2	-3.40137693387401	-5.82711771134766	-0.975636156400356	6.12223351394079	-2.88349944176685	0.00783363491638815	0.496879901802116	-2.44090026196722
IGLV2.5	-2.402320286198	-4.11827414741637	-0.686366424979621	4.8353807872309	-2.87895449654344	0.00791913252768141	0.496879901802116	-2.44913598537094
JAM3	1.09288936958315	0.312212913842721	1.87356582532357	2.14955112241463	2.87882070922154	0.00792166262982834	0.496879901802116	-2.44937833446573
IGHV3.66	-3.03247648740317	-5.19865641074491	-0.866296564061427	6.62023329789388	-2.87880609921512	0.00792193897152498	0.496879901802116	-2.44940479948344
ZFYVE21	0.894572032900587	0.255170068944885	1.53397399685629	2.00759409612153	2.8770727858752	0.00795478872924394	0.496879901802116	-2.45254417987842
TXNRD2	0.726981069613485	0.207292674890439	1.24666946433653	1.86190005406143	2.87666693694271	0.00796249900885114	0.496879901802116	-2.45327914038303
CTLA4	1.43605955556882	0.409378929920559	2.46274018121708	0.507107385727042	2.87638213587605	0.00796791386053317	0.496879901802116	-2.45379486690649
TACO1	0.840426756454761	0.23921205586768	1.44164145704184	2.11313497071989	2.87461559679236	0.00800157865290803	0.496879901802116	-2.45699329421067
GATB	0.944799796880805	0.268918141670301	1.62068145209131	2.3701132941939	2.87460800455428	0.00800172362801051	0.496879901802116	-2.45700703865282
LTBP4	0.83965399455406	0.238681742394053	1.44062624671407	3.251565616809	2.87313105486364	0.00802997362252725	0.496879901802116	-2.45968051374859
ARL2	0.886678811585004	0.25202026344504	1.52133735972497	3.62918056461027	2.87300045612602	0.00803247616016623	0.496879901802116	-2.45991688717248
ZNF277	0.797164290733178	0.226387216819992	1.36794136464636	2.64163121815613	2.87204217879289	0.00805086131976837	0.496879901802116	-2.46165115616404
IGHV1.24	-3.15661421149677	-5.4215374651289	-0.89169095786463	7.91431892069551	-2.86600877066131	0.00816753489922643	0.496879901802116	-2.47256471366251
PMM2	0.539931125742515	0.152484348470045	0.927377903014985	3.35806849643884	2.86573356032467	0.0081728949027419	0.496879901802116	-2.473062299323
RP11.529K1.3	0.864152980704422	0.242456984527662	1.48584897688118	1.08046329419623	2.85839379312141	0.00831707955830618	0.496879901802116	-2.48632531151194
CTD.3162L10.4	0.760276847920737	0.213164282193435	1.30738941364804	0.605125714674145	2.85762064171242	0.00833240700675425	0.496879901802116	-2.48772156557968
MLF1	1.23052838209114	0.34457077328489	2.11648599089739	2.4004428977512	2.85619721357492	0.00836069591507599	0.496879901802116	-2.49029175311952
NENF	0.720763244098508	0.201539410897446	1.23998707729957	3.48071166977728	2.85461478348365	0.00839225149830339	0.496879901802116	-2.49314840296442
DNAL1	1.01709322688861	0.283196388184484	1.75099006559273	1.65523486112745	2.8499368941553	0.00848619475643474	0.496879901802116	-2.50158913805838
RPL3	0.934286637467291	0.259826676031512	1.60874659890307	9.85676168197565	2.84861306867517	0.00851296047661058	0.496879901802116	-2.50397676630474
RAVER1	0.784965590664405	0.218297457681399	1.35163372364741	1.80077618130178	2.84859906577321	0.00851324402026928	0.496879901802116	-2.50400201916657
POLRMT	0.821492212143028	0.226295630558117	1.41668879372794	2.6392789331482	2.83826224821752	0.00872500883344726	0.496879901802116	-2.5226289836421
PMM1	0.714869312660784	0.196581504670627	1.23315712065094	2.90989616164887	2.83638486919623	0.00876400036857341	0.496879901802116	-2.52600891026495
CBX7	0.64317150917361	0.176343749077951	1.10999926926927	1.90409034067374	2.83321558901772	0.00883019765522008	0.496879901802116	-2.5317125199121
SLC39A3	0.863362331158666	0.236672226571713	1.49005243574562	3.77956692109589	2.83302076231053	0.00883428241791122	0.496879901802116	-2.53206305110972
MZT2A	0.75244907005617	0.205778156044867	1.29911998406747	3.61722111100037	2.83048358448293	0.0088876405909507	0.496879901802116	-2.53662697909467
ATXN7L3B	0.836605779753195	0.228763755702519	1.44444780380387	2.14472734781668	2.8303466959104	0.00889052807313786	0.496879901802116	-2.53687316692288
PRPF18	1.02893598348376	0.280275426639095	1.77759654032843	3.5322562776888	2.82626513332796	0.00897703168344591	0.496879901802116	-2.54421130548982
HDHD3	0.860455178703543	0.233391425134027	1.48751893227306	2.92029658055265	2.82179885737445	0.00907259994377739	0.496879901802116	-2.55223585283226
FAM21C	1.07771934656219	0.292226795696036	1.86321189742835	2.87494974446092	2.82145486103103	0.00908000042428465	0.496879901802116	-2.55285368172217
